formation info;type formation info;formation magist ere;Class Code;temps rencontre;capacit e r esolution pb;insertion pro;citoyen num erique;Cet enseignement fait partie des mission;Cet enseignement est utile aux apprentis;facilit e mise en oeuvre;objectifs faciles; a l aise avec les connaissances;enseignement code;d ecision enseignement;coll egues enseignent code;mat eriel pour enseigner;utilisation REL;forum;suivi formation en ligne;suivi MOOC;domaines MOOC;raison non inscription MOOC;ecriture prog;definition pens ee info;prog affichage;prog tri;d eplacement robot;usages num erique;mettre en ligne;niveau classe;ann ees exp;d epartement;genre;option info;bac;DATE_SAISIE;NUMERO
Non;;;;;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Assez souvent;Occasionnellement;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"Grande section;CP";10;49;une femme;Non;Baccalaur eat g en eral L (anciennement A);04/05/2017 22:26;33
Oui durant ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Plutot pas d accord;Pas d accord du tout;Plutot d accord;Pas d accord du tout;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Oui;Plutot oui;Occasionnellement;Jamais;Oui;Vous ne connaissez pas;;;Vous n avez fait que de la programmation en blocs;Oui;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique";;"Grande section;CE1;CM2";20;49;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);05/05/2017 20:10;34
Non;;;;;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Oui depuis la rentr ee 2016;de vous-m eme;Oui;Plutot oui;Occasionnellement;Occasionnellement;Non;;;;Vous n avez fait que de la programmation en blocs;Oui;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CE2";7;49;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);06/05/2017 09:03;35
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Tout  a fait d accord;Plutot pas d accord;Plutot d accord;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot non;Syst ematiquement;Rarement;Oui;Oui;Enseignement;;Vous n avez fait que de la programmation en blocs;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CM1;CM2";5;49;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);08/05/2017 12:55;36
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot oui;Assez souvent;Occasionnellement;Non;;;;Vous n avez fait que de la programmation en blocs;Oui;Oui;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CM1;CE2;CM2";3;44;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);08/05/2017 14:11;37
Non;;;;;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Oui;Plutot oui;Assez souvent;Rarement;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CE1;CM1;CE2;CM2";4;49;une femme;Oui;Baccalaur eat g en eral ES (anciennement B);08/05/2017 19:41;38
Oui en dehors de ma formation initiale;MOOC;Oui;Non vous n en n avez pas entendu parler;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Pas encore mais j ai l intention de le faire;de vous-m eme;Non;Plutot non;Assez souvent;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);CM2;16;44;une femme;Non;Baccalaur eat g en eral L (anciennement A);09/05/2017 10:43;39
Oui en dehors de ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Oui depuis la rentr ee 2016;de vous-m eme;Oui;Plutot oui;Syst ematiquement;Rarement;Oui;Oui;Informatique;;Oui le plus long programme comportait plus de 500 lignes;Oui;Oui;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";;16;44;une femme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);09/05/2017 13:05;40
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot oui;Assez souvent;Jamais;Non;;;;Non vous n avez jamais  ecrit de programme;Oui;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CM2";21;49;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);09/05/2017 17:56;41
Non;;;;;Plutot pas d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Plutot pas d accord;Tout  a fait d accord;Plutot pas d accord;Tout  a fait d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Oui;Plutot non;Occasionnellement;Occasionnellement;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait entre 50 et 500 lignes;Oui;Oui;Oui;Oui;"Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;CM2;20;49;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);09/05/2017 17:45;42
Oui en dehors de ma formation initiale;formation en ligne (hors MOOC);Oui;;;Plutot d accord;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Oui depuis la rentr ee 2016;" a la suite d une r eflexion collective; a la suite d une sollicitation institutionnelle";Oui;Tout  a fait;Assez souvent;Rarement;Oui;Non;;Vous ne connaissez pas;Oui le plus long programme comportait moins de 50 lignes;Non;Oui;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);CM2;15;44;une femme;Non;Baccalaur eat g en eral L (anciennement A);10/05/2017 06:28;43
Oui en dehors de ma formation initiale;formation en ligne (hors MOOC);Oui;;;Plutot d accord;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Oui depuis la rentr ee 2016;"de vous-m eme; a la suite d une sollicitation institutionnelle";Non;Plutot non;Assez souvent;Jamais;Oui;Non;;Ils ne correspondent pas  a votre mani ere d apprendre;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Petite section;Grande section;CM1;Moyenne section;CM2";5;44;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);10/05/2017 11:42;44
Oui en dehors de ma formation initiale;formation en ligne (hors MOOC);Oui;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Oui;Plutot oui;Rarement;Jamais;Non;;;;Oui le plus long programme comportait plus de 500 lignes;Non;Oui;Oui;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Grande section;Moyenne section";10;44;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);10/05/2017 17:17;45
Non;;;;;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Jamais;Oui;Non;;Les sujets ne vous int eressent pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CE2";4;49;une femme;Non;Baccalaur eat g en eral L (anciennement A);12/05/2017 09:23;46
Oui en dehors de ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Oui depuis la rentr ee 2016; a la suite d une sollicitation institutionnelle;Oui;Plutot oui;Assez souvent;Rarement;Oui;Non;;Vous ne connaissez pas;Oui le plus long programme comportait entre 50 et 500 lignes;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;CM2;3;44;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);12/05/2017 16:55;47
Non;;;;;Plutot d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Oui depuis la rentr ee 2016; a la suite d une sollicitation institutionnelle;Non;Plutot oui;Assez souvent;Occasionnellement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);CP;2;44;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);14/05/2017 17:37;48
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Occasionnellement;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"Petite section;Moyenne section";9;49;une femme;Non;Baccalaur eat g en eral ES (anciennement B);15/05/2017 10:08;49
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Rarement;Jamais;Non;;;;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CE2;15;44;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);15/05/2017 19:47;50
Oui en dehors de ma formation initiale;formation en ligne (hors MOOC);Oui;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas encore mais j ai l intention de le faire;;Oui;Pas du tout;Occasionnellement;Rarement;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CM2";12;44;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);16/05/2017 21:28;51
Non;;;;;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Tout  a fait d accord;Oui depuis la rentr ee 2016; a la suite d une r eflexion collective;Oui;Plutot oui;Assez souvent;Jamais;Oui;Non;;Ils ne correspondent pas  a votre mani ere d apprendre;Oui le plus long programme comportait plus de 500 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);CM1;14;44;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);17/05/2017 15:43;52
Non;;;;;Plutot d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Oui depuis la rentr ee 2016; a la suite d une sollicitation institutionnelle;Oui;Plutot oui;Occasionnellement;Assez souvent;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait entre 50 et 500 lignes;Non;Oui;Non;Oui;"Achat en ligne;Participation  a des r eseaux sociaux";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CE2;CM2";12;85;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);12/06/2017 17:18;54
Non;;;;;Plutot d accord;Plutot pas d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Occasionnellement;Jamais;Non;;;;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CM2";12;85;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);12/06/2017 17:34;55
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot non;Assez souvent;Jamais;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CM2;25;72;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);12/06/2017 17:51;56
Oui en dehors de ma formation initiale;"formation en ligne (hors MOOC);formation hybride;formation en pr esentiel";Oui;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Oui depuis la rentr ee 2016; a la suite d une r eflexion collective;Non;Plutot oui;Syst ematiquement;Assez souvent;Oui;Oui;Informatique;;Oui le plus long programme comportait moins de 50 lignes;Oui;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CE1;CM1;CE2;CM2";16;72;un homme;Non;Baccalaur eat g en eral ES (anciennement B);12/06/2017 18:02;57
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Oui depuis la rentr ee 2016;de vous-m eme;Oui;Plutot non;Occasionnellement;Rarement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"Petite section;Moyenne section";7;85;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);12/06/2017 18:03;58
Non;;;;;Plutot pas d accord;Plutot d accord;Tout  a fait d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Oui;Plutot non;Assez souvent;Rarement;Oui;Oui;Lettres langues sciences humaines et sociales;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Grande section;CE1;CE2";4;85;une femme;Non;Baccalaur eat g en eral L (anciennement A);12/06/2017 18:04;59
Non;;;;;Plutot d accord;Pas d accord du tout;Plutot pas d accord;Pas d accord du tout;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Occasionnellement;Occasionnellement;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Regarder des vid eos";;CE1;18;72;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);12/06/2017 18:18;60
Oui en dehors de ma formation initiale;"formation avec des amis coll egues;formation en pr esentiel";Oui;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Pas d accord du tout;Plutot pas d accord;Pas d accord du tout;Oui depuis la rentr ee 2016; a la suite d une r eflexion collective;Non;Plutot non;Assez souvent;Occasionnellement;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CE1;CE2";23;72;une femme;Non;Baccalaur eat g en eral L (anciennement A);12/06/2017 18:32;61
Non;;;;;Plutot d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Oui depuis la rentr ee 2016; a la suite d une sollicitation institutionnelle;Non;Plutot non;Assez souvent;Rarement;Oui;Oui;Enseignement;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);Moyenne section;1;85;une femme;Non;Baccalaur eat g en eral L (anciennement A);12/06/2017 18:58;62
Oui en dehors de ma formation initiale;formation avec des amis coll egues;Non mais il en existe dans mon d epartement;;;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot pas d accord;Tout  a fait d accord;Oui avant la rentr ee 2016;de vous-m eme;Oui;Tout  a fait;Occasionnellement;Tr es souvent;Non;;;;Oui le plus long programme comportait plus de 500 lignes;Non;Oui;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CM1;CM2";35;72;un homme;Non;Baccalaur eat g en eral ES (anciennement B);12/06/2017 18:59;63
Non;;;;;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Assez souvent;Occasionnellement;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CE1;CP;CE2";10;72;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);12/06/2017 19:03;64
Non;;;;;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Assez souvent;Assez souvent;Oui;Oui;Enseignement;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.);"CM1;CM2";15;85;une femme;Non;Baccalaur eat g en eral L (anciennement A);12/06/2017 19:05;65
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas encore mais j ai l intention de le faire;de vous-m eme;Non;Pas du tout;Assez souvent;Jamais;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Regarder des vid eos";;CM2;1;72;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);12/06/2017 19:01;66
Oui en dehors de ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Oui depuis la rentr ee 2016;"de vous-m eme; a la suite d une sollicitation institutionnelle";Oui;Plutot non;Occasionnellement;Jamais;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait moins de 50 lignes;Non;Oui;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);CM2;20;72;une femme;Non;Baccalaur eat g en eral L (anciennement A);12/06/2017 19:26;67
Non;;;;;Plutot pas d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Assez souvent;Jamais;Oui;Non;;Ils ne correspondent pas  a votre mani ere d apprendre;Non vous n avez jamais  ecrit de programme;Oui;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Grande section;CE1;Moyenne section;CE2";25;85;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);12/06/2017 19:30;68
Non;;;;;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot pas d accord;Tout  a fait d accord;Tout  a fait d accord;Oui depuis la rentr ee 2016; a la suite d une r eflexion collective;Oui;Tout  a fait;Assez souvent;Tr es souvent;Non;;;;Vous n avez fait que de la programmation en blocs;;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"Grande section;CM1;Moyenne section;CE2;CM2";10;72;une femme;Non;Baccalaur eat g en eral ES (anciennement B);12/06/2017 20:20;69
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Occasionnellement;Rarement;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CE1;CE2";34;72;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);12/06/2017 20:57;70
Non;;;;;Tout  a fait d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Rarement;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CP;20;85;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);12/06/2017 20:59;71
Oui en dehors de ma formation initiale;"formation avec des amis coll egues;formation en pr esentiel";Non il n en n existe pas dans mon d epartement;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Oui depuis la rentr ee 2016; a la suite d une r eflexion collective;Oui;Plutot oui;Occasionnellement;Jamais;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CE1;CP";35;72;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);12/06/2017 21:24;72
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas encore mais j ai l intention de le faire;de vous-m eme;Non;Plutot non;Assez souvent;Assez souvent;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CE2;CM2";3;72;une femme;Non;Baccalaur eat g en eral ES (anciennement B);12/06/2017 21:28;73
